orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment
241,38,5,5,1,43700.64,0.06,A,O,7/18/1995,12/19/1998,12/26/1994,TAKE BACK RETURN,FOB,line comment 5436
925,61,5,6,4,41519.57,0.06,A,F,10/12/1996,1/22/1996,4/29/1994,COLLECT COD,AIR,line comment 5437
376,95,3,7,9,25177.77,0.08,N,O,9/4/1997,10/4/1993,3/4/1998,COLLECT COD,REG AIR,line comment 5438
683,38,1,1,48,20916.05,0.05,R,F,5/10/1996,8/29/1994,2/22/1996,COLLECT COD,REG AIR,line comment 5439
1062,166,9,2,4,37746.96,0.08,A,O,4/7/1995,1/24/1998,3/31/1997,DELIVER IN PERSON,MAIL,line comment 5440
1352,170,10,3,8,66694.68,0.1,R,F,7/25/1995,6/21/1993,4/10/1993,COLLECT COD,AIR,line comment 5441
1145,143,7,4,9,1813.08,0.02,A,F,2/11/1998,2/25/1994,10/6/1994,TAKE BACK RETURN,REG AIR,line comment 5442
990,49,1,5,1,88720.07,0.1,A,O,10/17/1994,10/29/1998,1/22/1995,DELIVER IN PERSON,RAIL,line comment 5443
183,29,1,6,1,70638.06,0.04,A,O,2/18/1993,7/27/1993,12/12/1994,COLLECT COD,RAIL,line comment 5444
986,131,2,7,50,100659.36,0,R,O,12/11/1998,4/4/1996,3/7/1994,TAKE BACK RETURN,FOB,line comment 5445
114,21,7,1,38,88574.53,0.08,N,F,3/15/1996,7/26/1994,12/25/1996,NONE,SHIP,line comment 5446
1191,23,6,2,15,53979.88,0,A,F,5/13/1998,10/13/1994,12/18/1994,DELIVER IN PERSON,SHIP,line comment 5447
962,17,6,3,36,69777,0.02,A,F,7/18/1995,9/11/1996,7/2/1996,NONE,AIR,line comment 5448
597,101,7,4,40,43060.85,0.02,N,F,9/9/1994,6/11/1998,1/13/1995,NONE,FOB,line comment 5449
30,28,5,5,18,16901.95,0,N,O,4/5/1993,6/12/1993,10/4/1993,TAKE BACK RETURN,REG AIR,line comment 5450
1330,12,5,6,4,63694.18,0,A,O,2/24/1998,2/15/1993,10/20/1994,NONE,RAIL,line comment 5451
1445,4,6,7,40,23310.66,0.06,R,O,8/25/1998,4/20/1995,6/23/1995,NONE,TRUCK,line comment 5452
481,65,3,1,19,8682.9,0.01,A,O,5/19/1994,1/23/1997,12/10/1993,NONE,TRUCK,line comment 5453
951,149,10,2,47,91557.93,0,A,O,7/5/1995,11/16/1996,10/3/1996,TAKE BACK RETURN,MAIL,line comment 5454
1328,26,9,3,36,75400.74,0.08,N,F,5/22/1996,6/6/1994,2/6/1995,TAKE BACK RETURN,RAIL,line comment 5455
480,163,5,4,46,21583.09,0.08,A,O,12/3/1995,12/13/1993,3/13/1998,COLLECT COD,REG AIR,line comment 5456
626,69,1,5,49,60619.55,0.04,R,F,1/16/1997,1/3/1996,4/30/1997,COLLECT COD,REG AIR,line comment 5457
21,196,7,6,9,9928.64,0.02,A,O,3/26/1993,10/25/1997,9/23/1997,DELIVER IN PERSON,AIR,line comment 5458
858,10,8,7,3,58982.96,0.05,R,F,4/18/1998,10/7/1994,11/3/1998,TAKE BACK RETURN,TRUCK,line comment 5459
703,199,3,1,19,23604.98,0.04,R,O,11/3/1998,6/10/1996,6/20/1997,COLLECT COD,SHIP,line comment 5460
507,181,2,2,11,37789.83,0.06,R,O,5/1/1993,10/4/1996,6/1/1995,DELIVER IN PERSON,REG AIR,line comment 5461
620,186,9,3,13,8580.62,0.06,R,F,10/1/1993,10/19/1996,11/8/1993,TAKE BACK RETURN,SHIP,line comment 5462
1291,106,3,4,16,81014.45,0.01,N,F,1/30/1995,10/6/1995,3/5/1994,NONE,SHIP,line comment 5463
663,132,7,5,29,19727.44,0.06,A,F,2/3/1995,1/13/1993,4/26/1994,NONE,TRUCK,line comment 5464
38,125,5,6,45,11598.83,0.08,A,F,4/15/1994,10/16/1994,12/23/1996,NONE,REG AIR,line comment 5465
86,136,6,7,35,98480.89,0.08,R,O,9/13/1996,1/14/1994,7/20/1993,DELIVER IN PERSON,AIR,line comment 5466
980,24,1,1,13,2452.09,0.01,R,F,4/25/1996,3/21/1998,9/6/1993,COLLECT COD,REG AIR,line comment 5467
1310,35,8,2,30,11775.74,0.01,N,O,6/19/1996,9/8/1993,3/22/1995,TAKE BACK RETURN,AIR,line comment 5468
312,143,8,3,25,102892.95,0,A,O,5/10/1995,12/10/1996,1/23/1996,NONE,TRUCK,line comment 5469
677,46,5,4,48,7290.51,0.06,N,F,3/17/1994,7/8/1996,8/30/1993,DELIVER IN PERSON,RAIL,line comment 5470
1282,175,7,5,25,84614.86,0.01,R,F,3/19/1995,6/26/1995,9/28/1993,TAKE BACK RETURN,MAIL,line comment 5471
61,79,6,6,15,2455.45,0,A,O,1/27/1993,6/26/1993,11/28/1998,COLLECT COD,MAIL,line comment 5472
1050,176,9,7,21,1246.29,0.08,A,O,12/31/1998,10/1/1993,12/25/1993,NONE,FOB,line comment 5473
1110,66,5,1,26,21506.84,0.08,R,O,7/29/1997,9/8/1994,4/6/1994,DELIVER IN PERSON,TRUCK,line comment 5474
1024,139,10,2,49,6227.9,0.02,R,O,3/31/1994,8/18/1997,1/16/1993,COLLECT COD,MAIL,line comment 5475
327,160,2,3,1,1635.07,0.04,R,F,3/30/1993,7/13/1994,12/11/1996,NONE,REG AIR,line comment 5476
236,9,6,4,10,53641.51,0.01,A,F,8/7/1994,2/24/1993,12/18/1993,COLLECT COD,REG AIR,line comment 5477
15,179,3,5,17,71108.9,0.02,R,F,6/13/1997,6/30/1998,8/22/1995,COLLECT COD,REG AIR,line comment 5478
512,187,3,6,11,62981.09,0.1,N,F,11/4/1994,9/15/1996,6/8/1996,DELIVER IN PERSON,FOB,line comment 5479
1174,28,5,7,13,29997.3,0.08,A,O,9/4/1997,5/31/1995,4/24/1993,TAKE BACK RETURN,AIR,line comment 5480
41,187,1,1,27,39622.1,0.08,A,O,3/27/1995,10/12/1995,9/13/1998,TAKE BACK RETURN,SHIP,line comment 5481
480,69,3,2,42,35373.36,0.1,A,O,11/25/1993,8/5/1995,3/2/1995,NONE,AIR,line comment 5482
185,79,3,3,18,25387.52,0,R,O,4/29/1998,2/16/1993,11/21/1996,DELIVER IN PERSON,REG AIR,line comment 5483
596,146,2,4,13,63685.69,0.06,R,O,2/5/1994,12/31/1993,11/21/1993,COLLECT COD,FOB,line comment 5484
355,62,3,5,17,16216.12,0.08,A,F,6/6/1997,12/23/1998,9/10/1997,COLLECT COD,SHIP,line comment 5485
971,102,10,6,6,88197.13,0.1,N,F,8/8/1994,1/20/1997,1/4/1997,DELIVER IN PERSON,AIR,line comment 5486
444,69,5,7,33,30225.34,0.04,R,F,3/3/1993,6/2/1995,8/24/1993,TAKE BACK RETURN,SHIP,line comment 5487
1323,104,9,1,39,98604.99,0.02,N,O,4/28/1998,4/4/1998,10/1/1998,DELIVER IN PERSON,AIR,line comment 5488
181,156,1,2,5,67694.18,0.02,R,O,12/17/1996,5/31/1996,5/23/1996,COLLECT COD,RAIL,line comment 5489
865,189,6,3,24,18940.31,0,R,O,6/3/1993,8/17/1994,8/5/1998,NONE,REG AIR,line comment 5490
1333,199,9,4,14,23658.57,0.05,N,O,3/23/1993,3/16/1995,11/27/1997,DELIVER IN PERSON,AIR,line comment 5491
1466,197,3,5,20,85993.92,0.05,N,F,11/26/1995,12/24/1994,10/10/1996,NONE,REG AIR,line comment 5492
1147,151,9,6,45,86090.21,0.02,N,F,2/11/1994,8/1/1996,2/20/1998,TAKE BACK RETURN,FOB,line comment 5493
1151,180,5,7,12,18538.36,0.08,R,O,12/30/1996,5/25/1998,10/2/1994,DELIVER IN PERSON,TRUCK,line comment 5494
721,58,1,1,28,85545.31,0.06,R,F,8/19/1993,6/30/1995,12/21/1993,TAKE BACK RETURN,SHIP,line comment 5495
983,1,1,2,4,41804.42,0.06,A,F,7/25/1993,3/21/1996,9/10/1993,TAKE BACK RETURN,MAIL,line comment 5496
236,199,1,3,16,60058.22,0.1,A,O,8/30/1996,3/31/1995,5/12/1995,DELIVER IN PERSON,FOB,line comment 5497
1404,83,10,4,27,72942.14,0.04,N,F,11/15/1998,4/21/1997,9/25/1995,TAKE BACK RETURN,TRUCK,line comment 5498
1388,141,10,5,47,75186.22,0.04,N,O,10/2/1993,4/27/1994,8/13/1998,DELIVER IN PERSON,TRUCK,line comment 5499
254,70,2,6,15,66242.25,0.01,A,F,12/25/1996,4/20/1995,2/12/1996,TAKE BACK RETURN,RAIL,line comment 5500
641,75,6,7,29,72010.54,0.01,N,F,6/17/1998,1/27/1997,6/9/1997,TAKE BACK RETURN,FOB,line comment 5501
1463,15,2,1,2,31572.43,0.1,A,O,8/7/1993,12/24/1998,1/26/1997,TAKE BACK RETURN,REG AIR,line comment 5502
512,160,3,2,35,48847.23,0.01,N,O,1/6/1994,6/22/1998,8/14/1993,NONE,FOB,line comment 5503
1376,122,10,3,19,41399.74,0.08,R,O,11/25/1995,9/20/1998,7/22/1994,TAKE BACK RETURN,FOB,line comment 5504
264,151,6,4,18,55496.51,0.04,A,F,3/12/1997,8/25/1993,5/1/1993,NONE,REG AIR,line comment 5505
223,74,4,5,19,35246.16,0,N,F,7/4/1994,8/6/1997,11/30/1996,DELIVER IN PERSON,FOB,line comment 5506
815,170,5,6,38,92623.45,0.05,N,O,3/23/1995,1/5/1994,11/10/1997,TAKE BACK RETURN,AIR,line comment 5507
324,32,1,7,36,67345.8,0.04,N,O,4/5/1997,10/11/1996,9/13/1998,NONE,TRUCK,line comment 5508
658,171,3,1,9,59756.03,0.06,N,O,2/16/1994,7/30/1997,8/4/1994,COLLECT COD,REG AIR,line comment 5509
36,124,7,2,2,56644.74,0.1,N,O,6/19/1997,2/6/1996,6/12/1994,DELIVER IN PERSON,SHIP,line comment 5510
1490,167,1,3,17,8800.56,0.08,R,O,7/13/1994,6/6/1998,4/18/1996,NONE,AIR,line comment 5511
1183,45,7,4,41,6680.71,0.01,R,O,11/6/1998,7/25/1995,4/11/1997,TAKE BACK RETURN,SHIP,line comment 5512
80,8,3,5,4,53634.8,0.08,A,O,8/6/1997,11/1/1996,7/4/1998,DELIVER IN PERSON,MAIL,line comment 5513
435,70,2,6,20,62339.46,0.04,R,F,3/16/1997,8/31/1993,5/22/1998,TAKE BACK RETURN,TRUCK,line comment 5514
1229,92,3,7,31,62835.55,0.04,N,F,5/23/1994,3/22/1997,9/30/1995,NONE,TRUCK,line comment 5515
880,51,4,1,29,49566.91,0.01,R,F,5/12/1996,5/19/1994,5/29/1993,DELIVER IN PERSON,MAIL,line comment 5516
622,52,10,2,36,3839.36,0.02,R,O,9/29/1993,8/10/1993,12/23/1997,NONE,FOB,line comment 5517
340,15,6,3,4,8003.73,0.06,R,F,2/19/1998,7/14/1994,12/2/1994,TAKE BACK RETURN,RAIL,line comment 5518
951,96,1,4,39,15281.48,0.08,A,O,3/17/1993,5/5/1997,2/17/1998,DELIVER IN PERSON,FOB,line comment 5519
483,199,4,5,16,93806.42,0,A,O,2/27/1998,9/8/1998,6/2/1998,DELIVER IN PERSON,REG AIR,line comment 5520
729,25,4,6,29,16599.29,0.06,R,O,3/11/1994,9/3/1998,8/6/1998,DELIVER IN PERSON,REG AIR,line comment 5521
927,5,5,7,2,3346,0.04,N,O,4/14/1998,5/1/1995,4/10/1996,NONE,AIR,line comment 5522
1086,132,9,1,50,73212.31,0.01,N,O,4/24/1995,8/27/1998,12/17/1997,DELIVER IN PERSON,RAIL,line comment 5523
237,20,9,2,24,49130.28,0.05,N,O,11/15/1993,8/5/1997,11/23/1997,DELIVER IN PERSON,REG AIR,line comment 5524
1042,29,5,3,50,57674.12,0.01,R,O,9/29/1994,12/27/1995,9/1/1995,NONE,RAIL,line comment 5525
60,176,4,4,7,82462.13,0.01,N,F,3/7/1996,10/6/1997,8/13/1993,DELIVER IN PERSON,AIR,line comment 5526
1271,110,3,5,30,4978.2,0.06,A,F,3/10/1993,1/5/1998,12/6/1993,TAKE BACK RETURN,FOB,line comment 5527
911,127,7,6,34,43593.95,0.04,N,F,4/1/1994,8/7/1993,11/6/1995,COLLECT COD,REG AIR,line comment 5528
1229,96,7,7,31,71448.21,0.06,A,F,4/9/1998,11/9/1994,6/11/1997,DELIVER IN PERSON,REG AIR,line comment 5529
921,158,6,1,26,63721.28,0,A,O,5/1/1994,6/21/1993,8/30/1995,COLLECT COD,SHIP,line comment 5530
806,11,1,2,4,3736.7,0.04,N,F,4/23/1997,9/4/1996,9/5/1993,COLLECT COD,FOB,line comment 5531
1058,167,10,3,18,71497.35,0.01,R,O,9/16/1997,11/1/1993,4/2/1998,COLLECT COD,TRUCK,line comment 5532
120,173,2,4,29,87677.21,0.02,A,O,11/19/1993,3/31/1996,12/18/1996,TAKE BACK RETURN,SHIP,line comment 5533
21,128,4,5,43,11712.52,0,N,O,11/10/1994,3/19/1997,4/1/1995,NONE,FOB,line comment 5534
948,196,3,6,8,9515.26,0.06,R,F,7/5/1994,2/14/1998,12/8/1994,TAKE BACK RETURN,RAIL,line comment 5535
231,180,3,7,39,34012.42,0.05,R,O,5/5/1997,12/6/1996,1/6/1997,COLLECT COD,SHIP,line comment 5536
15,131,6,1,13,31917.67,0.02,R,F,11/20/1998,11/22/1994,5/15/1995,TAKE BACK RETURN,MAIL,line comment 5537
695,1,3,2,16,60839.68,0.08,R,F,10/21/1995,7/24/1996,12/25/1994,NONE,TRUCK,line comment 5538
803,179,4,3,33,99292.51,0,R,F,6/14/1993,8/6/1994,8/25/1998,COLLECT COD,RAIL,line comment 5539
1120,46,10,4,23,32649.53,0.04,N,O,12/6/1994,12/2/1997,12/9/1993,TAKE BACK RETURN,SHIP,line comment 5540
1317,141,1,5,15,12406.16,0.08,N,F,9/30/1996,11/10/1998,12/22/1995,DELIVER IN PERSON,AIR,line comment 5541
1289,14,2,6,44,8834.23,0.08,N,O,11/6/1994,3/12/1994,7/15/1994,NONE,FOB,line comment 5542
1073,118,5,7,20,82696.47,0.1,A,F,8/27/1995,9/6/1998,7/20/1995,TAKE BACK RETURN,FOB,line comment 5543
95,145,2,1,33,2513.37,0.02,N,F,10/8/1996,3/29/1998,1/10/1994,COLLECT COD,TRUCK,line comment 5544
649,193,8,2,45,28713.65,0.01,N,F,11/18/1993,6/27/1994,5/17/1994,DELIVER IN PERSON,AIR,line comment 5545
829,31,2,3,18,42884.76,0,N,F,11/3/1994,4/4/1996,6/14/1998,TAKE BACK RETURN,REG AIR,line comment 5546
409,76,1,4,45,85306.92,0.01,R,O,12/25/1995,11/21/1993,8/5/1995,TAKE BACK RETURN,FOB,line comment 5547
645,66,6,5,7,87397.68,0.05,N,O,2/5/1998,7/18/1996,2/25/1997,TAKE BACK RETURN,MAIL,line comment 5548
748,38,5,6,38,85000.18,0.06,N,O,12/6/1996,1/14/1993,10/29/1998,TAKE BACK RETURN,REG AIR,line comment 5549
354,159,4,7,6,34653.2,0,R,F,11/26/1994,6/21/1997,11/19/1994,TAKE BACK RETURN,MAIL,line comment 5550
723,71,6,1,24,75769.64,0.05,A,F,7/6/1995,2/4/1998,2/5/1995,TAKE BACK RETURN,MAIL,line comment 5551
99,40,4,2,20,54937.73,0.06,A,O,2/2/1993,3/6/1998,10/12/1994,TAKE BACK RETURN,REG AIR,line comment 5552
776,21,10,3,30,81570.96,0.02,A,O,6/13/1997,9/29/1998,9/3/1996,DELIVER IN PERSON,SHIP,line comment 5553
449,73,2,4,3,44485.78,0,N,O,6/7/1996,8/15/1995,3/12/1993,DELIVER IN PERSON,AIR,line comment 5554
285,100,4,5,43,21293.86,0.01,N,F,9/28/1995,10/10/1998,5/7/1996,TAKE BACK RETURN,TRUCK,line comment 5555
1049,32,6,6,27,56107.04,0.1,A,O,2/4/1996,12/20/1993,1/20/1995,COLLECT COD,RAIL,line comment 5556
649,108,10,7,39,2395.12,0.04,N,F,5/13/1993,9/1/1995,8/19/1997,NONE,REG AIR,line comment 5557
620,36,2,1,47,27384.8,0.08,A,O,12/3/1995,2/27/1993,8/8/1997,TAKE BACK RETURN,RAIL,line comment 5558
1297,10,4,2,40,64415.83,0,N,F,5/6/1995,1/3/1994,10/18/1996,DELIVER IN PERSON,REG AIR,line comment 5559
1386,79,5,3,36,48876.42,0,R,F,3/22/1993,6/30/1997,7/27/1995,COLLECT COD,MAIL,line comment 5560
1290,158,8,4,34,33015.13,0.01,A,O,11/18/1995,10/19/1996,7/16/1998,COLLECT COD,SHIP,line comment 5561
499,27,9,5,33,7338.28,0.05,A,O,11/2/1997,12/22/1997,1/3/1997,DELIVER IN PERSON,AIR,line comment 5562
389,157,1,6,1,43911.46,0.02,A,O,10/3/1996,8/27/1996,4/7/1993,TAKE BACK RETURN,REG AIR,line comment 5563
913,158,9,7,31,75093.3,0.05,A,O,5/22/1994,4/6/1995,8/18/1995,DELIVER IN PERSON,MAIL,line comment 5564
441,180,1,1,38,25351.36,0.06,A,O,3/7/1994,7/11/1994,1/3/1994,TAKE BACK RETURN,RAIL,line comment 5565
948,18,9,2,40,61835,0.05,N,O,8/16/1996,11/10/1995,4/13/1994,DELIVER IN PERSON,MAIL,line comment 5566
1454,140,6,3,39,3722.9,0.01,N,F,2/8/1994,11/11/1993,8/22/1993,TAKE BACK RETURN,TRUCK,line comment 5567
986,2,3,4,2,49667.81,0.08,R,O,3/27/1997,6/14/1994,4/29/1998,DELIVER IN PERSON,TRUCK,line comment 5568
1461,165,8,5,31,26146.96,0.02,A,O,9/1/1996,9/5/1993,11/11/1996,COLLECT COD,FOB,line comment 5569
479,19,9,6,38,31110.44,0.08,R,F,10/3/1997,6/4/1994,7/23/1996,TAKE BACK RETURN,TRUCK,line comment 5570
659,190,5,7,25,74157.79,0.1,N,O,1/12/1993,10/1/1997,4/9/1997,DELIVER IN PERSON,RAIL,line comment 5571
623,36,7,1,23,22477.69,0,A,F,8/16/1994,11/1/1997,1/2/1998,TAKE BACK RETURN,FOB,line comment 5572
1143,45,9,2,28,64935.27,0,N,F,3/30/1998,2/18/1993,12/8/1995,DELIVER IN PERSON,AIR,line comment 5573
595,145,8,3,16,52517.67,0.08,N,O,6/20/1993,8/21/1995,6/3/1996,DELIVER IN PERSON,RAIL,line comment 5574
730,125,8,4,16,8205.48,0.01,N,O,2/22/1997,6/30/1995,2/20/1993,TAKE BACK RETURN,FOB,line comment 5575
514,89,7,5,20,64624.16,0,N,F,1/11/1995,8/5/1995,9/16/1994,DELIVER IN PERSON,RAIL,line comment 5576
1168,197,4,6,13,102869.62,0.02,A,F,3/17/1995,1/17/1996,7/30/1993,COLLECT COD,SHIP,line comment 5577
516,125,3,7,29,9415.97,0.04,A,F,12/3/1995,10/28/1993,6/20/1994,DELIVER IN PERSON,FOB,line comment 5578
758,22,6,1,25,95580.31,0.06,A,F,8/9/1995,4/6/1997,7/17/1993,TAKE BACK RETURN,TRUCK,line comment 5579
994,24,3,2,4,47480.16,0.08,R,O,12/27/1995,3/30/1996,7/17/1997,COLLECT COD,SHIP,line comment 5580
1406,85,8,3,34,34922.3,0.1,A,O,3/16/1994,4/12/1993,7/8/1996,COLLECT COD,MAIL,line comment 5581
108,112,4,4,28,67628.99,0.1,A,O,7/18/1997,10/16/1993,12/4/1997,COLLECT COD,AIR,line comment 5582
1278,46,8,5,46,10316.99,0,A,O,10/10/1996,8/14/1995,1/6/1995,NONE,FOB,line comment 5583
239,20,7,6,47,73761.53,0.04,A,O,7/27/1996,8/16/1993,4/22/1997,NONE,RAIL,line comment 5584
351,43,7,7,21,68955,0.04,N,O,9/6/1994,4/2/1997,10/21/1996,COLLECT COD,AIR,line comment 5585
308,9,5,1,18,75771.98,0.08,A,O,9/19/1996,7/21/1996,8/19/1994,TAKE BACK RETURN,AIR,line comment 5586
1027,96,2,2,44,49466.93,0.01,R,F,9/3/1998,3/13/1996,6/4/1993,NONE,AIR,line comment 5587
1088,36,10,3,33,91223.6,0.1,A,O,12/5/1998,3/28/1998,12/27/1998,DELIVER IN PERSON,AIR,line comment 5588
521,92,9,4,32,93488.4,0.08,A,O,1/24/1997,10/17/1997,3/8/1994,TAKE BACK RETURN,RAIL,line comment 5589
141,38,3,5,2,103129.04,0.04,N,O,7/9/1996,9/22/1997,4/9/1995,NONE,TRUCK,line comment 5590
1323,115,3,6,26,63646.93,0.04,A,F,6/22/1996,12/29/1996,4/14/1997,NONE,MAIL,line comment 5591
650,54,6,7,7,75669.1,0.02,R,O,12/10/1998,12/6/1995,9/30/1995,DELIVER IN PERSON,RAIL,line comment 5592
945,60,7,1,41,96469.56,0.05,N,O,6/10/1997,8/28/1996,3/13/1994,NONE,MAIL,line comment 5593
1111,8,5,2,6,5463.04,0.05,R,O,4/5/1993,1/2/1994,5/18/1993,DELIVER IN PERSON,MAIL,line comment 5594
602,180,8,3,21,64342.2,0.05,R,O,3/4/1997,3/23/1998,3/23/1994,COLLECT COD,SHIP,line comment 5595
970,39,9,4,37,34365.23,0.05,R,F,2/27/1994,12/17/1993,8/13/1994,TAKE BACK RETURN,RAIL,line comment 5596
623,22,10,5,40,100547.69,0.02,A,F,12/2/1994,4/4/1995,9/8/1995,COLLECT COD,MAIL,line comment 5597
814,18,4,6,4,44958.02,0.06,R,F,1/19/1998,6/21/1994,7/23/1994,DELIVER IN PERSON,REG AIR,line comment 5598
204,169,8,7,10,95749.35,0.1,R,O,11/14/1997,5/19/1993,12/24/1993,COLLECT COD,FOB,line comment 5599
373,167,10,1,3,58236.71,0.06,R,O,1/29/1998,6/27/1995,4/17/1994,DELIVER IN PERSON,FOB,line comment 5600
70,95,3,2,33,60415.32,0.04,A,F,5/23/1996,6/13/1997,11/7/1995,DELIVER IN PERSON,REG AIR,line comment 5601
427,36,10,3,25,3403.86,0.06,N,O,6/12/1996,9/24/1998,10/11/1996,DELIVER IN PERSON,AIR,line comment 5602
668,1,7,4,37,8093.55,0.1,A,O,8/6/1998,8/19/1997,11/29/1994,COLLECT COD,FOB,line comment 5603
708,63,9,5,35,94705.14,0.02,R,F,2/19/1993,2/20/1995,1/18/1994,COLLECT COD,MAIL,line comment 5604
1171,68,2,6,21,59114.71,0.05,A,F,9/7/1993,4/25/1996,2/6/1996,TAKE BACK RETURN,REG AIR,line comment 5605
631,87,8,7,49,17183.31,0,A,F,2/7/1995,2/4/1995,1/9/1998,COLLECT COD,AIR,line comment 5606
1317,131,1,1,6,83977.11,0.02,A,O,3/17/1994,6/29/1995,5/28/1993,TAKE BACK RETURN,SHIP,line comment 5607
1246,12,4,2,14,55922.29,0.06,N,O,12/6/1994,10/27/1997,10/1/1996,DELIVER IN PERSON,AIR,line comment 5608
389,113,7,3,21,92492.3,0.08,N,O,8/29/1995,2/5/1998,7/19/1994,TAKE BACK RETURN,TRUCK,line comment 5609
1315,189,10,4,43,76932.04,0.1,R,O,9/12/1996,9/14/1994,4/6/1996,TAKE BACK RETURN,RAIL,line comment 5610
279,178,2,5,24,69919.56,0,N,O,3/13/1993,9/17/1996,2/13/1993,NONE,FOB,line comment 5611
346,85,2,6,43,102429.51,0.04,R,O,11/6/1998,8/31/1994,2/20/1996,NONE,REG AIR,line comment 5612
524,112,10,7,47,101626.27,0.02,A,O,2/3/1998,3/15/1996,5/29/1996,COLLECT COD,MAIL,line comment 5613
913,44,2,1,49,14598.74,0.02,N,O,2/26/1995,1/29/1995,7/19/1998,COLLECT COD,MAIL,line comment 5614
20,165,1,2,9,82314.38,0.05,N,F,3/27/1996,12/26/1996,6/7/1995,NONE,SHIP,line comment 5615
1486,155,3,3,18,41814.5,0.02,A,O,8/10/1998,7/15/1998,9/21/1994,TAKE BACK RETURN,MAIL,line comment 5616
918,43,1,4,18,81352.7,0.04,R,F,3/31/1998,3/20/1996,9/9/1995,TAKE BACK RETURN,TRUCK,line comment 5617
1170,155,5,5,10,67284.12,0.02,A,F,2/14/1997,10/29/1994,7/26/1998,NONE,FOB,line comment 5618
218,61,1,6,25,38826.63,0.1,N,F,10/23/1995,1/18/1994,8/6/1993,TAKE BACK RETURN,MAIL,line comment 5619
222,130,3,7,15,35837.67,0.01,A,F,5/23/1995,2/7/1996,5/3/1997,NONE,FOB,line comment 5620
824,179,7,1,21,88704.46,0.08,N,O,9/29/1996,4/25/1993,7/17/1998,TAKE BACK RETURN,REG AIR,line comment 5621
1496,16,10,2,10,30003.12,0.06,R,O,9/1/1995,7/31/1994,3/1/1998,COLLECT COD,SHIP,line comment 5622
1280,77,2,3,46,55187.18,0.06,A,F,6/20/1996,5/6/1996,11/11/1994,TAKE BACK RETURN,SHIP,line comment 5623
83,95,8,4,44,29751.31,0.06,R,F,12/8/1997,4/26/1996,12/4/1993,NONE,FOB,line comment 5624
355,37,3,5,30,32857.46,0.01,A,F,2/18/1993,10/3/1993,3/8/1997,TAKE BACK RETURN,TRUCK,line comment 5625
12,179,9,6,33,9779.77,0.08,A,O,12/11/1996,6/24/1996,9/10/1993,TAKE BACK RETURN,TRUCK,line comment 5626
1136,194,1,7,39,59611.01,0.06,N,F,2/16/1996,8/29/1998,10/11/1997,DELIVER IN PERSON,FOB,line comment 5627
1492,132,3,1,43,2275.17,0.02,N,F,8/2/1998,3/5/1993,8/31/1995,NONE,MAIL,line comment 5628
1033,76,8,2,50,88582.28,0.05,R,O,1/16/1998,11/4/1994,8/28/1998,DELIVER IN PERSON,SHIP,line comment 5629
1258,158,4,3,22,8954.14,0.08,A,F,5/6/1996,7/27/1994,7/16/1996,COLLECT COD,RAIL,line comment 5630
591,36,7,4,18,22396.38,0.01,N,F,8/24/1993,2/25/1997,5/19/1998,COLLECT COD,FOB,line comment 5631
937,106,1,5,33,32737,0.06,R,O,10/31/1996,8/12/1996,4/10/1998,NONE,FOB,line comment 5632
1270,42,10,6,49,94497.61,0.1,A,O,3/18/1995,12/23/1998,12/5/1998,DELIVER IN PERSON,FOB,line comment 5633
848,186,6,7,17,5147.42,0.05,N,O,10/27/1995,12/29/1998,3/11/1995,NONE,FOB,line comment 5634
790,140,3,1,4,38909.27,0.04,A,O,12/24/1997,7/27/1996,10/26/1995,COLLECT COD,TRUCK,line comment 5635
1447,31,2,2,2,15612.87,0.05,R,O,5/31/1994,8/23/1998,2/28/1996,TAKE BACK RETURN,MAIL,line comment 5636
1110,94,1,3,47,47788.85,0.04,R,O,6/17/1996,9/30/1993,9/9/1995,NONE,MAIL,line comment 5637
628,179,1,4,12,24603.58,0.06,R,F,2/7/1996,3/30/1994,8/4/1993,TAKE BACK RETURN,MAIL,line comment 5638
233,167,2,5,3,53933.21,0,N,F,1/13/1993,12/28/1993,8/14/1994,NONE,FOB,line comment 5639
1,35,3,6,33,95414.56,0,R,O,5/28/1997,11/16/1994,5/8/1993,DELIVER IN PERSON,RAIL,line comment 5640
809,22,8,7,40,57283.4,0.06,N,O,11/1/1994,6/29/1998,6/14/1993,COLLECT COD,REG AIR,line comment 5641
902,149,8,1,25,99028.41,0.02,R,O,6/5/1994,10/27/1995,7/6/1993,COLLECT COD,TRUCK,line comment 5642
23,13,9,2,8,56349.94,0.04,A,F,4/23/1994,12/3/1996,8/24/1994,NONE,SHIP,line comment 5643
1360,187,9,3,3,90705.81,0.04,A,O,4/5/1994,2/10/1996,7/19/1996,TAKE BACK RETURN,TRUCK,line comment 5644
1272,40,7,4,19,59604.28,0.1,A,O,2/3/1998,12/8/1993,7/18/1997,DELIVER IN PERSON,TRUCK,line comment 5645
1374,161,4,5,45,70258.81,0.08,N,F,5/29/1997,10/29/1997,7/4/1995,DELIVER IN PERSON,FOB,line comment 5646
783,140,3,6,35,15014.29,0.1,R,F,2/26/1998,10/30/1998,5/25/1996,NONE,RAIL,line comment 5647
704,113,6,7,26,45667.44,0.02,R,F,7/3/1995,9/13/1996,12/10/1994,NONE,RAIL,line comment 5648
