orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,tax,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment,surcharge
53,84,1,7,43,32127.12,0.1,0.08,A,F,3/13/1996,2/28/1994,9/27/1996,NONE,FOB,line comment 4465,100.99
860,163,3,1,1,43471.29,0,0.02,R,O,9/14/1996,4/27/1997,11/5/1993,DELIVER IN PERSON,REG AIR,line comment 4466,100.99
1270,161,6,2,24,5019.47,0.01,0.06,N,F,3/6/1994,9/4/1994,1/29/1994,TAKE BACK RETURN,TRUCK,line comment 4467,100.99
745,169,4,3,48,28170.35,0.05,0.06,N,O,12/14/1997,1/24/1997,4/4/1996,NONE,REG AIR,line comment 4468,100.99
268,134,9,4,5,44711.23,0.04,0.02,N,F,12/6/1998,3/7/1998,1/7/1993,DELIVER IN PERSON,FOB,line comment 4469,100.99
1130,36,9,5,30,27135.82,0.01,0.08,A,F,8/28/1997,12/15/1996,6/29/1998,DELIVER IN PERSON,FOB,line comment 4470,100.99
107,176,8,6,44,104812.44,0.1,0.02,R,F,3/4/1995,4/23/1998,7/25/1997,DELIVER IN PERSON,TRUCK,line comment 4471,100.99
14,10,10,7,21,90356.38,0.05,0,N,O,3/17/1995,11/4/1994,3/31/1993,TAKE BACK RETURN,SHIP,line comment 4472,100.99
353,158,9,1,26,19411.33,0.08,0.06,N,F,6/23/1998,12/14/1993,6/4/1996,DELIVER IN PERSON,REG AIR,line comment 4473,100.99
413,185,9,2,2,19792.46,0.02,0.08,A,O,7/10/1997,12/25/1994,11/20/1997,NONE,AIR,line comment 4474,100.99
473,20,6,3,39,91641.36,0.02,0.08,N,O,8/12/1993,11/27/1994,10/31/1997,NONE,REG AIR,line comment 4475,100.99
1192,166,3,4,34,9759,0.1,0.06,R,F,12/17/1994,12/16/1998,3/19/1995,TAKE BACK RETURN,MAIL,line comment 4476,100.99
667,177,4,5,27,56172.99,0.02,0.02,N,F,3/13/1993,7/21/1994,10/10/1997,DELIVER IN PERSON,RAIL,line comment 4477,100.99
34,123,4,6,5,66981.86,0.01,0.02,A,O,9/29/1995,11/10/1993,8/4/1994,COLLECT COD,RAIL,line comment 4478,100.99
262,25,1,7,9,28360.18,0.04,0.06,N,O,12/5/1996,12/20/1997,1/23/1996,NONE,MAIL,line comment 4479,100.99
137,156,8,1,4,76379.37,0,0,N,F,11/24/1993,8/29/1998,4/26/1993,NONE,REG AIR,line comment 4480,100.99
1361,180,5,2,8,9568.58,0.01,0.04,N,O,4/6/1993,10/24/1994,11/8/1996,DELIVER IN PERSON,AIR,line comment 4481,100.99
679,16,9,3,5,12713.01,0.02,0.08,N,F,2/10/1998,3/30/1998,6/20/1993,COLLECT COD,FOB,line comment 4482,100.99
899,158,10,4,4,62188.19,0.04,0.08,N,F,2/3/1993,9/13/1995,7/12/1998,DELIVER IN PERSON,FOB,line comment 4483,100.99
251,66,7,5,6,4179.14,0.06,0,A,O,5/26/1996,7/20/1998,7/26/1996,TAKE BACK RETURN,RAIL,line comment 4484,100.99
695,153,2,6,3,59794.51,0.04,0.04,N,F,9/8/1995,10/6/1996,7/23/1995,TAKE BACK RETURN,REG AIR,line comment 4485,100.99
725,47,4,7,12,32237.35,0.1,0.08,A,O,8/18/1993,6/15/1996,5/6/1998,NONE,RAIL,line comment 4486,100.99
730,188,7,1,50,79842.87,0.01,0.06,N,F,3/3/1995,1/12/1996,5/24/1993,NONE,FOB,line comment 4487,100.99
718,116,8,2,22,53548.71,0.01,0,N,F,3/1/1997,4/6/1993,12/18/1997,TAKE BACK RETURN,SHIP,line comment 4488,100.99
147,15,7,3,31,45248.72,0.08,0.02,N,O,3/7/1998,3/13/1996,12/8/1994,DELIVER IN PERSON,MAIL,line comment 4489,100.99
1084,37,9,4,2,50091.71,0.06,0.02,N,F,5/19/1997,3/28/1998,3/28/1993,DELIVER IN PERSON,REG AIR,line comment 4490,100.99
1239,1,1,5,30,97776.71,0.08,0,A,F,10/23/1997,10/3/1995,12/4/1995,TAKE BACK RETURN,SHIP,line comment 4491,100.99
204,67,5,6,21,7223.13,0.1,0.04,R,O,11/20/1998,12/10/1995,2/24/1996,TAKE BACK RETURN,REG AIR,line comment 4492,100.99
444,153,6,7,39,18395.33,0.08,0.02,N,O,8/24/1997,7/24/1995,12/29/1998,COLLECT COD,MAIL,line comment 4493,100.99
691,47,10,1,18,96014.64,0.05,0,A,O,7/30/1996,3/8/1998,3/4/1998,TAKE BACK RETURN,REG AIR,line comment 4494,100.99
241,101,1,2,30,10161.79,0.06,0.08,N,O,8/13/1997,4/20/1995,3/4/1994,DELIVER IN PERSON,MAIL,line comment 4495,100.99
1349,156,8,3,44,65996.32,0.1,0,A,O,4/16/1998,9/17/1995,8/28/1993,DELIVER IN PERSON,AIR,line comment 4496,100.99
100,14,10,4,29,99928.59,0.02,0.04,A,O,5/8/1996,8/26/1997,2/5/1995,NONE,RAIL,line comment 4497,100.99
1366,102,1,5,38,104650,0.05,0.06,R,O,4/23/1997,9/2/1997,10/19/1998,DELIVER IN PERSON,AIR,line comment 4498,100.99
1067,197,10,6,12,85647.03,0.06,0.02,R,O,9/2/1998,2/28/1998,12/15/1995,DELIVER IN PERSON,TRUCK,line comment 4499,100.99
356,69,2,7,43,2050.3,0.01,0.08,R,O,4/20/1993,7/24/1998,1/9/1998,COLLECT COD,MAIL,line comment 4500,100.99
1164,4,6,1,32,60217.28,0.1,0.02,N,O,5/12/1993,8/18/1993,4/20/1994,COLLECT COD,SHIP,line comment 4501,100.99
41,67,9,2,8,89127.83,0.08,0.04,R,F,1/10/1998,7/7/1993,11/30/1994,COLLECT COD,RAIL,line comment 4502,100.99
247,89,7,3,16,82085.01,0.05,0.04,R,O,6/24/1998,6/13/1995,4/24/1998,DELIVER IN PERSON,SHIP,line comment 4503,100.99
526,143,9,4,48,74534.41,0,0,N,O,6/7/1998,11/22/1997,8/16/1994,DELIVER IN PERSON,RAIL,line comment 4504,100.99
829,45,1,5,10,4482.16,0.01,0.04,R,F,8/10/1994,4/17/1998,2/3/1997,TAKE BACK RETURN,SHIP,line comment 4505,100.99
289,95,1,6,44,49017.88,0.08,0.08,N,F,1/12/1998,3/25/1998,9/30/1995,TAKE BACK RETURN,SHIP,line comment 4506,100.99
1350,54,2,7,33,47544.71,0.05,0.08,A,F,8/30/1994,3/20/1994,3/27/1994,DELIVER IN PERSON,REG AIR,line comment 4507,100.99
161,59,6,1,36,9060.03,0.1,0.08,R,O,3/22/1995,8/29/1993,3/19/1995,TAKE BACK RETURN,TRUCK,line comment 4508,100.99
1039,22,9,2,47,12392.44,0.08,0.04,A,O,9/9/1998,3/22/1998,3/28/1997,DELIVER IN PERSON,TRUCK,line comment 4509,100.99
728,88,1,3,5,68539.78,0.1,0,R,F,6/26/1994,12/24/1995,3/13/1995,DELIVER IN PERSON,AIR,line comment 4510,100.99
120,141,4,4,43,50704.87,0.02,0.06,R,F,12/26/1995,6/10/1996,4/29/1995,NONE,RAIL,line comment 4511,100.99
116,131,8,5,12,93135.23,0.06,0.04,R,O,12/14/1993,6/24/1998,7/9/1996,TAKE BACK RETURN,TRUCK,line comment 4512,100.99
399,190,9,6,47,71863.88,0.06,0.06,N,F,1/5/1993,10/31/1998,4/7/1995,COLLECT COD,RAIL,line comment 4513,100.99
674,75,4,7,1,49563.01,0.04,0.08,R,O,5/28/1997,3/9/1994,5/17/1994,COLLECT COD,TRUCK,line comment 4514,100.99
537,147,8,1,39,61780.97,0.1,0.02,R,O,7/1/1994,6/17/1995,6/24/1996,TAKE BACK RETURN,TRUCK,line comment 4515,100.99
209,6,10,2,42,71753.39,0,0,A,F,6/28/1995,6/24/1994,12/6/1995,NONE,MAIL,line comment 4516,100.99
1117,36,7,3,6,96436.08,0.06,0.06,R,O,3/12/1994,1/9/1995,2/11/1998,DELIVER IN PERSON,REG AIR,line comment 4517,100.99
894,92,7,4,1,42775.54,0.05,0.06,R,F,9/30/1997,5/14/1993,3/7/1996,COLLECT COD,REG AIR,line comment 4518,100.99
907,69,10,5,46,87378.77,0.01,0,R,O,5/31/1995,10/4/1997,5/11/1996,NONE,TRUCK,line comment 4519,100.99
614,156,9,6,32,102457.93,0.02,0,A,F,10/25/1994,11/7/1997,5/17/1996,DELIVER IN PERSON,SHIP,line comment 4520,100.99
134,179,10,7,23,50240.13,0.02,0,N,O,10/13/1995,3/31/1997,11/23/1998,COLLECT COD,AIR,line comment 4521,100.99
328,148,8,1,38,91546.71,0,0.02,R,F,8/17/1998,12/24/1994,1/2/1995,DELIVER IN PERSON,TRUCK,line comment 4522,100.99
57,165,4,2,6,81030.22,0.01,0.02,N,F,2/7/1997,8/18/1997,10/29/1998,NONE,AIR,line comment 4523,100.99
874,122,8,3,39,30868.43,0.02,0.06,R,F,4/23/1995,7/2/1998,2/8/1995,COLLECT COD,SHIP,line comment 4524,100.99
1159,195,7,4,22,47883.7,0.06,0.04,A,F,1/17/1996,5/3/1998,10/7/1994,TAKE BACK RETURN,REG AIR,line comment 4525,100.99
980,128,2,5,26,5319.92,0.01,0.02,R,O,1/15/1994,4/27/1997,3/20/1996,NONE,SHIP,line comment 4526,100.99
437,45,5,6,12,68136.71,0.04,0.08,R,O,3/31/1997,2/15/1993,6/24/1996,COLLECT COD,FOB,line comment 4527,100.99
962,30,3,7,44,69360.82,0.06,0.04,N,O,1/16/1996,12/12/1997,8/9/1995,DELIVER IN PERSON,TRUCK,line comment 4528,100.99
553,37,4,1,36,5333.98,0,0.06,A,F,1/13/1995,11/29/1997,5/24/1997,TAKE BACK RETURN,SHIP,line comment 4529,100.99
1129,123,6,2,13,14131.4,0.04,0.08,A,O,2/19/1994,1/25/1997,8/19/1998,NONE,RAIL,line comment 4530,100.99
565,107,5,3,38,80140.57,0.05,0.08,A,O,1/22/1995,10/1/1993,12/7/1998,DELIVER IN PERSON,AIR,line comment 4531,100.99
1439,5,7,4,15,76377.5,0.08,0.06,N,F,7/7/1993,5/30/1995,12/23/1995,TAKE BACK RETURN,MAIL,line comment 4532,100.99
10,176,8,5,33,8489.26,0.08,0.02,N,O,8/3/1998,3/5/1997,5/30/1993,COLLECT COD,MAIL,line comment 4533,100.99
704,73,7,6,26,7650.19,0.04,0.04,R,F,7/8/1993,3/25/1993,4/4/1994,TAKE BACK RETURN,SHIP,line comment 4534,100.99
931,94,6,7,11,86277.63,0,0,N,F,10/23/1993,9/3/1995,8/26/1996,TAKE BACK RETURN,FOB,line comment 4535,100.99
49,20,6,1,8,30920.52,0.02,0.06,N,O,6/12/1998,11/4/1998,7/21/1998,COLLECT COD,REG AIR,line comment 4536,100.99
316,62,9,2,35,25738.98,0.02,0.08,A,O,5/25/1994,11/26/1993,7/2/1998,NONE,REG AIR,line comment 4537,100.99
294,99,3,3,3,6659.35,0.1,0.04,A,F,7/5/1995,5/19/1995,11/16/1994,COLLECT COD,REG AIR,line comment 4538,100.99
971,36,10,4,32,40901.79,0.04,0.04,R,F,3/25/1997,8/20/1994,3/16/1996,TAKE BACK RETURN,MAIL,line comment 4539,100.99
306,129,4,5,9,17260.59,0.08,0.04,A,O,5/16/1998,6/18/1995,6/2/1996,COLLECT COD,MAIL,line comment 4540,100.99
308,169,8,6,41,40311.22,0.04,0.02,R,F,7/12/1994,2/15/1994,8/6/1998,NONE,FOB,line comment 4541,100.99
449,7,10,7,14,32656.53,0.05,0,A,O,2/13/1998,10/13/1998,12/8/1993,COLLECT COD,SHIP,line comment 4542,100.99
350,154,7,1,47,95595.08,0.02,0.04,N,F,3/25/1994,7/10/1998,2/26/1997,COLLECT COD,MAIL,line comment 4543,100.99
1269,57,10,2,33,73321.54,0.04,0.02,R,F,5/8/1993,5/28/1993,4/19/1993,COLLECT COD,FOB,line comment 4544,100.99
170,71,6,3,15,43301.22,0.1,0.08,R,F,2/15/1997,6/30/1996,3/9/1996,NONE,REG AIR,line comment 4545,100.99
301,110,9,4,20,15559.71,0.1,0.02,N,O,6/27/1998,8/5/1995,4/17/1995,NONE,FOB,line comment 4546,100.99
1307,162,4,5,14,22002.06,0.06,0.04,R,F,1/7/1998,1/14/1994,8/8/1995,COLLECT COD,RAIL,line comment 4547,100.99
234,38,7,6,7,90902.3,0.08,0.04,R,F,6/3/1995,4/11/1997,3/30/1997,TAKE BACK RETURN,SHIP,line comment 4548,100.99
192,93,10,7,29,4533.64,0.1,0,A,O,5/16/1998,7/3/1995,8/1/1995,COLLECT COD,MAIL,line comment 4549,100.99
251,53,6,1,24,42048.22,0.06,0.04,A,F,3/12/1993,4/9/1994,8/14/1993,COLLECT COD,REG AIR,line comment 4550,100.99
1356,36,1,2,17,9553.23,0.04,0.06,A,O,2/28/1995,6/26/1994,5/12/1993,DELIVER IN PERSON,TRUCK,line comment 4551,100.99
81,102,9,3,15,101182.27,0.02,0.02,R,F,10/28/1997,9/22/1997,8/2/1995,DELIVER IN PERSON,AIR,line comment 4552,100.99
468,153,10,4,31,2616.12,0.08,0.04,A,F,7/28/1997,7/5/1996,10/25/1997,DELIVER IN PERSON,FOB,line comment 4553,100.99
177,5,3,5,11,65929.79,0.06,0.08,A,F,11/28/1993,5/1/1995,11/25/1998,COLLECT COD,SHIP,line comment 4554,100.99
756,49,3,6,1,85755.86,0.04,0.02,A,F,12/21/1997,4/2/1996,8/13/1998,TAKE BACK RETURN,MAIL,line comment 4555,100.99
1487,194,1,7,44,69615.27,0,0,R,F,9/21/1995,3/19/1995,4/6/1995,COLLECT COD,MAIL,line comment 4556,100.99
201,170,9,1,39,72809.97,0.08,0.08,R,F,10/17/1993,6/20/1996,3/31/1994,DELIVER IN PERSON,SHIP,line comment 4557,100.99
846,86,10,2,6,104393.49,0.08,0.04,N,O,10/30/1995,8/29/1997,3/16/1997,TAKE BACK RETURN,FOB,line comment 4558,100.99
31,1,5,3,10,45904.7,0,0,R,O,11/29/1998,3/27/1995,2/7/1995,COLLECT COD,TRUCK,line comment 4559,100.99
413,178,5,4,3,78194.74,0.05,0.02,A,F,11/28/1993,10/2/1995,4/28/1994,DELIVER IN PERSON,SHIP,line comment 4560,100.99
1277,181,1,5,14,59394.96,0.04,0,R,F,10/22/1994,10/23/1994,8/22/1998,COLLECT COD,MAIL,line comment 4561,100.99
43,170,10,6,48,44697.28,0.08,0,R,O,12/16/1993,4/28/1995,12/18/1998,COLLECT COD,RAIL,line comment 4562,100.99
742,194,2,7,9,88948.02,0.01,0,N,F,2/3/1994,7/12/1993,7/1/1998,NONE,FOB,line comment 4563,100.99
1192,113,8,1,31,71268.78,0.05,0.02,A,F,5/18/1993,10/14/1997,9/15/1995,DELIVER IN PERSON,RAIL,line comment 4564,100.99
158,153,5,2,4,63687.36,0.05,0.04,N,O,4/4/1995,5/30/1995,4/21/1997,NONE,REG AIR,line comment 4565,100.99
1422,46,6,3,16,18009.33,0.01,0.04,N,F,5/27/1998,3/29/1997,9/17/1994,COLLECT COD,MAIL,line comment 4566,100.99
1192,170,5,4,9,102445.98,0.1,0.04,R,F,6/11/1993,10/9/1998,6/29/1995,DELIVER IN PERSON,TRUCK,line comment 4567,100.99
851,3,2,5,50,83458.11,0.05,0.08,R,O,5/28/1995,11/22/1997,10/1/1998,TAKE BACK RETURN,REG AIR,line comment 4568,100.99
953,42,3,6,46,40800.1,0,0.06,A,F,3/31/1995,5/25/1998,3/5/1997,NONE,FOB,line comment 4569,100.99
210,55,9,7,16,42816.94,0.01,0.06,A,O,5/14/1993,1/25/1993,8/12/1994,NONE,AIR,line comment 4570,100.99
476,174,6,1,29,58667.25,0.02,0.02,A,F,5/5/1995,7/13/1994,5/28/1995,NONE,AIR,line comment 4571,100.99
296,107,5,2,10,69216.26,0.04,0.04,N,O,6/22/1994,5/14/1994,11/25/1995,NONE,AIR,line comment 4572,100.99
800,87,8,3,10,20909.12,0,0.04,R,F,4/10/1997,2/21/1993,7/13/1997,DELIVER IN PERSON,REG AIR,line comment 4573,100.99
488,78,3,4,41,16643.74,0.01,0.06,N,O,11/24/1995,6/28/1996,8/19/1995,COLLECT COD,REG AIR,line comment 4574,100.99
536,100,7,5,37,3676.54,0.01,0.06,A,O,8/15/1997,9/7/1994,5/27/1997,TAKE BACK RETURN,SHIP,line comment 4575,100.99
869,170,7,6,48,59103.16,0.01,0,N,O,12/30/1997,2/23/1996,7/7/1998,TAKE BACK RETURN,REG AIR,line comment 4576,100.99
619,110,10,7,36,34819.6,0.1,0.06,N,F,10/10/1997,2/14/1997,6/14/1993,COLLECT COD,FOB,line comment 4577,100.99
1259,193,5,1,11,50129.56,0.1,0.04,A,O,8/9/1997,9/22/1996,4/6/1996,NONE,TRUCK,line comment 4578,100.99
84,13,2,2,25,26206.89,0.05,0.06,N,F,12/3/1994,5/2/1997,9/27/1998,COLLECT COD,SHIP,line comment 4579,100.99
265,173,5,3,11,101892.62,0.01,0.02,N,O,6/10/1998,3/24/1996,9/15/1997,NONE,MAIL,line comment 4580,100.99
974,35,7,4,21,17380.08,0.1,0,R,F,10/14/1996,3/2/1995,6/28/1993,DELIVER IN PERSON,MAIL,line comment 4581,100.99
391,52,1,5,47,78608.04,0.04,0,R,F,1/5/1996,3/14/1993,4/25/1993,DELIVER IN PERSON,MAIL,line comment 4582,100.99
1030,140,5,6,6,88317.08,0.04,0.02,N,F,10/6/1995,2/26/1997,10/18/1996,DELIVER IN PERSON,AIR,line comment 4583,100.99
105,99,4,7,28,87652.32,0.1,0,N,F,5/21/1994,3/12/1996,2/4/1996,DELIVER IN PERSON,TRUCK,line comment 4584,100.99
288,163,10,1,25,47718.44,0.08,0.04,A,O,11/9/1997,9/24/1997,8/14/1996,DELIVER IN PERSON,TRUCK,line comment 4585,100.99
976,51,8,2,23,9784.09,0.08,0.04,N,F,10/22/1995,11/4/1994,9/22/1993,NONE,RAIL,line comment 4586,100.99
1010,16,1,3,24,15929.88,0.1,0.06,N,F,12/6/1998,1/16/1996,11/17/1996,DELIVER IN PERSON,TRUCK,line comment 4587,100.99
492,172,4,4,41,63046.05,0.06,0.06,A,O,6/21/1997,2/2/1995,3/7/1995,NONE,AIR,line comment 4588,100.99
96,101,3,5,20,99317.01,0.04,0.02,N,O,10/28/1997,7/15/1998,8/19/1997,DELIVER IN PERSON,MAIL,line comment 4589,100.99
505,121,4,6,41,84447.98,0.1,0,R,F,12/31/1997,6/27/1993,9/18/1995,DELIVER IN PERSON,TRUCK,line comment 4590,100.99
1464,156,1,7,39,67776.08,0.08,0,R,F,1/13/1998,11/3/1997,3/31/1993,DELIVER IN PERSON,SHIP,line comment 4591,100.99
1175,49,5,1,22,62469.46,0.04,0,R,O,2/15/1996,5/12/1997,12/16/1993,NONE,FOB,line comment 4592,100.99
854,168,3,2,3,20329.81,0.1,0.08,N,F,9/16/1994,10/9/1996,9/26/1996,TAKE BACK RETURN,SHIP,line comment 4593,100.99
1068,163,10,3,50,12064.75,0.05,0.04,N,F,6/28/1993,4/22/1997,4/13/1993,COLLECT COD,TRUCK,line comment 4594,100.99
853,145,4,4,15,28540.31,0.01,0.06,N,O,11/17/1993,3/21/1995,10/15/1995,TAKE BACK RETURN,MAIL,line comment 4595,100.99
551,171,4,5,19,34493.59,0.02,0.08,N,O,5/8/1993,5/2/1997,11/22/1995,NONE,SHIP,line comment 4596,100.99
1199,70,7,6,24,82438.52,0.01,0.06,N,F,5/21/1996,10/10/1994,8/28/1998,TAKE BACK RETURN,FOB,line comment 4597,100.99
956,78,1,7,8,35013.25,0.01,0.04,A,F,8/18/1997,10/31/1995,1/27/1994,TAKE BACK RETURN,REG AIR,line comment 4598,100.99
1371,188,9,1,45,93000.54,0,0.06,N,O,3/9/1993,11/9/1996,12/6/1997,DELIVER IN PERSON,TRUCK,line comment 4599,100.99
1127,150,8,2,2,17060.09,0.02,0.02,N,F,12/24/1995,5/4/1998,7/30/1993,TAKE BACK RETURN,TRUCK,line comment 4600,100.99
1381,169,1,3,23,64236.61,0.06,0,N,O,3/16/1993,1/21/1998,12/31/1997,TAKE BACK RETURN,SHIP,line comment 4601,100.99
1358,8,2,4,42,47193.25,0.05,0.08,R,F,8/5/1997,6/20/1997,10/12/1993,COLLECT COD,SHIP,line comment 4602,100.99
132,37,6,5,28,43740.18,0.06,0.06,N,F,11/21/1996,7/9/1994,8/18/1998,DELIVER IN PERSON,MAIL,line comment 4603,100.99
1077,170,5,6,25,95287.06,0.05,0.02,R,F,9/16/1994,4/25/1997,6/17/1998,NONE,RAIL,line comment 4604,100.99
1106,6,5,7,14,44834.16,0.01,0.08,R,F,1/28/1996,8/9/1995,10/10/1996,DELIVER IN PERSON,AIR,line comment 4605,100.99
1251,24,8,1,3,78432.88,0.02,0.06,N,F,7/16/1994,5/25/1994,3/9/1994,COLLECT COD,RAIL,line comment 4606,100.99
1494,129,5,2,12,64378.67,0.06,0.08,N,O,8/19/1998,5/20/1997,11/21/1994,TAKE BACK RETURN,REG AIR,line comment 4607,100.99
1199,66,7,3,50,73351.29,0.01,0.02,N,F,5/19/1996,9/29/1998,10/10/1993,COLLECT COD,FOB,line comment 4608,100.99
1115,88,3,4,22,99134.69,0.02,0,N,O,8/26/1995,6/13/1995,5/14/1994,DELIVER IN PERSON,SHIP,line comment 4609,100.99
637,124,10,5,12,89185.28,0.01,0,A,F,1/24/1997,2/4/1993,11/22/1995,COLLECT COD,RAIL,line comment 4610,100.99
644,59,10,6,46,97965.87,0,0.06,R,F,5/26/1993,9/29/1995,11/15/1994,NONE,SHIP,line comment 4611,100.99
1098,118,9,7,42,8864.14,0.02,0.08,A,F,5/7/1995,4/7/1995,11/11/1993,DELIVER IN PERSON,TRUCK,line comment 4612,100.99
924,107,5,1,19,60406.81,0.01,0.04,N,F,12/1/1998,6/8/1995,1/19/1993,DELIVER IN PERSON,FOB,line comment 4613,100.99
125,200,7,2,11,6327.25,0.01,0.08,A,O,6/14/1998,8/29/1994,8/29/1994,NONE,RAIL,line comment 4614,100.99
180,199,7,3,6,12874.19,0.02,0.08,A,O,3/25/1993,3/17/1998,9/18/1995,COLLECT COD,FOB,line comment 4615,100.99
932,126,3,4,7,85713.33,0.1,0.04,N,O,5/12/1993,10/31/1997,9/14/1997,NONE,REG AIR,line comment 4616,100.99
478,72,1,5,4,69979.87,0.08,0.04,N,O,2/26/1997,11/19/1997,7/13/1998,DELIVER IN PERSON,TRUCK,line comment 4617,100.99
480,173,10,6,5,48201.14,0.1,0.06,A,F,7/24/1996,11/28/1995,5/11/1995,DELIVER IN PERSON,REG AIR,line comment 4618,100.99
1106,105,10,7,41,66430.31,0.08,0,A,O,10/29/1993,2/17/1996,12/7/1994,DELIVER IN PERSON,FOB,line comment 4619,100.99
605,174,5,1,24,60888.54,0.04,0,A,O,4/13/1993,10/5/1994,12/28/1995,TAKE BACK RETURN,AIR,line comment 4620,100.99
842,199,2,2,36,65924.65,0.08,0,N,F,7/28/1997,3/13/1998,5/29/1993,DELIVER IN PERSON,RAIL,line comment 4621,100.99
473,114,9,3,2,89004.08,0.02,0,A,F,5/1/1998,7/4/1997,8/10/1996,NONE,REG AIR,line comment 4622,100.99
339,146,1,4,31,93638.74,0.06,0.04,N,F,5/31/1998,10/11/1993,7/30/1995,TAKE BACK RETURN,AIR,line comment 4623,100.99
1329,123,3,5,21,8371.8,0.08,0.06,R,O,8/1/1995,11/12/1996,4/27/1993,TAKE BACK RETURN,MAIL,line comment 4624,100.99
241,179,6,6,23,64625.92,0.04,0,N,O,10/3/1994,5/5/1993,3/20/1994,COLLECT COD,FOB,line comment 4625,100.99
193,56,2,7,38,55739.78,0.05,0.08,N,O,11/7/1997,2/18/1995,8/29/1996,DELIVER IN PERSON,TRUCK,line comment 4626,100.99
341,15,5,1,30,91191.99,0.01,0,A,F,1/13/1994,7/30/1995,9/26/1998,TAKE BACK RETURN,FOB,line comment 4627,100.99
1347,78,6,2,24,64301.32,0.08,0.02,N,F,11/7/1998,2/3/1996,5/21/1997,DELIVER IN PERSON,FOB,line comment 4628,100.99
391,114,4,3,27,40882.69,0.04,0,R,O,2/7/1993,3/22/1998,11/10/1996,TAKE BACK RETURN,AIR,line comment 4629,100.99
1497,117,8,4,3,54811.53,0.06,0,A,O,2/20/1993,5/28/1995,10/15/1997,COLLECT COD,TRUCK,line comment 4630,100.99
728,94,8,5,5,31143.48,0.05,0.06,R,O,12/19/1995,9/30/1993,9/10/1993,DELIVER IN PERSON,MAIL,line comment 4631,100.99
972,82,8,6,27,91023.13,0.1,0.04,N,F,1/19/1995,11/14/1998,9/15/1993,COLLECT COD,SHIP,line comment 4632,100.99
416,156,8,7,23,14575.12,0.01,0.06,A,F,11/14/1996,2/3/1996,1/24/1998,NONE,RAIL,line comment 4633,100.99
855,135,5,1,5,70291.94,0.06,0.08,A,O,8/19/1997,12/27/1997,10/17/1994,NONE,SHIP,line comment 4634,100.99
1483,39,5,2,22,89109.59,0.02,0.08,N,O,2/15/1995,2/11/1995,5/13/1993,DELIVER IN PERSON,MAIL,line comment 4635,100.99
216,192,6,3,11,92592.91,0.05,0.02,N,O,12/8/1997,7/15/1993,9/1/1994,COLLECT COD,FOB,line comment 4636,100.99
127,146,5,4,20,12984.65,0.02,0.08,N,O,8/18/1993,12/15/1997,6/1/1998,NONE,FOB,line comment 4637,100.99
288,76,10,5,41,95313.21,0.02,0.08,R,O,4/10/1995,4/4/1994,1/25/1993,TAKE BACK RETURN,REG AIR,line comment 4638,100.99
151,193,7,6,46,47872.51,0.02,0.04,A,O,9/19/1993,5/7/1996,2/16/1998,TAKE BACK RETURN,TRUCK,line comment 4639,100.99
904,156,4,7,27,15782.84,0.1,0.04,N,F,5/14/1997,8/25/1994,4/29/1994,TAKE BACK RETURN,AIR,line comment 4640,100.99
1463,15,7,1,36,19171.17,0.02,0.06,A,F,4/25/1993,5/31/1997,4/5/1996,COLLECT COD,FOB,line comment 4641,100.99
793,49,6,2,32,99704.93,0.05,0.04,A,F,12/16/1997,3/2/1995,2/2/1994,DELIVER IN PERSON,RAIL,line comment 4642,100.99
963,71,6,3,14,38962.18,0.02,0.04,R,F,4/17/1997,7/3/1996,7/9/1995,DELIVER IN PERSON,MAIL,line comment 4643,100.99
160,52,7,4,11,95481.09,0.01,0.04,A,O,5/1/1997,6/18/1995,8/23/1995,COLLECT COD,FOB,line comment 4644,100.99
1060,75,7,5,46,4466.53,0.05,0.06,A,F,1/16/1993,5/3/1996,5/18/1993,TAKE BACK RETURN,MAIL,line comment 4645,100.99
979,160,10,6,19,85518.83,0,0,A,F,10/6/1998,2/24/1994,6/23/1998,DELIVER IN PERSON,FOB,line comment 4646,100.99
926,179,2,7,17,58850.65,0.06,0.02,N,F,7/1/1998,10/27/1994,7/14/1998,NONE,REG AIR,line comment 4647,100.99
490,48,1,1,1,49364.13,0.04,0.06,R,O,12/6/1993,6/18/1997,10/21/1995,COLLECT COD,AIR,line comment 4648,100.99
1316,183,10,2,11,21081.92,0.02,0.08,R,O,1/27/1994,3/4/1994,12/3/1993,COLLECT COD,RAIL,line comment 4649,100.99
1228,181,7,3,31,24727.97,0.08,0.06,R,O,1/4/1994,12/6/1997,11/3/1997,TAKE BACK RETURN,FOB,line comment 4650,100.99
194,194,5,4,5,40518.18,0.08,0.06,N,F,6/29/1998,12/13/1994,7/26/1997,NONE,FOB,line comment 4651,100.99
228,36,8,5,32,5170.82,0.1,0.02,N,O,10/24/1994,12/15/1993,12/22/1996,DELIVER IN PERSON,AIR,line comment 4652,100.99
315,118,4,6,40,84184.4,0,0.08,N,F,7/10/1997,4/30/1998,4/13/1995,NONE,FOB,line comment 4653,100.99
1000,134,7,7,40,16481.55,0.05,0.02,A,O,11/2/1997,1/7/1998,8/11/1998,NONE,RAIL,line comment 4654,100.99
